Date,Price,,,,,
22-09-2016,"14,797.18",,,,,
21-09-2016,"14,710.82",,,,,
20-09-2016,"14,521.98",,,,,
19-09-2016,"14,496.23",,,,,
16-09-2016,"14,450.69",,,,,
15-09-2016,"14,503.67",,,,,
14-09-2016,"14,366.46",,,,,
13-09-2016,"14,349.10",,,,,
12-09-2016,"14,597.14",,,,,
09-09-2016,"14,540.00",,,,,
08-09-2016,"14,803.26",,,,,
07-09-2016,"14,796.75",,,,,
06-09-2016,"14,813.02",,,,,
02-09-2016,"14,795.70",,,,,
01-09-2016,"14,683.91",,,,,
31-08-2016,"14,597.95",,,,,
30-08-2016,"14,684.85",,,,,
29-08-2016,"14,681.97",,,,,
26-08-2016,"14,639.88",,,,,
25-08-2016,"14,630.72",,,,,
24-08-2016,"14,626.24",,,,,
23-08-2016,"14,764.77",,,,,
22-08-2016,"14,748.19",,,,,
19-08-2016,"14,687.46",,,,,
18-08-2016,"14,695.68",,,,,
17-08-2016,"14,697.60",,,,,
16-08-2016,"14,703.44",,,,,
15-08-2016,"14,777.02",,,,,
12-08-2016,"14,747.45",,,,,
11-08-2016,"14,796.06",,,,,
10-08-2016,"14,775.04",,,,,
09-08-2016,"14,801.23",,,,,
08-08-2016,"14,755.62",,,,,
05-08-2016,"14,648.77",,,,,
04-08-2016,"14,528.78",,,,,
03-08-2016,"14,512.05",,,,,
02-08-2016,"14,477.01",,,,,
29-07-2016,"14,582.74",,,,,
28-07-2016,"14,552.72",,,,,
27-07-2016,"14,546.54",,,,,
26-07-2016,"14,550.00",,,,,
25-07-2016,"14,498.10",,,,,
22-07-2016,"14,600.66",,,,,
21-07-2016,"14,565.83",,,,,
20-07-2016,"14,533.57",,,,,
19-07-2016,"14,524.61",,,,,
18-07-2016,"14,532.40",,,,,
15-07-2016,"14,482.42",,,,,
14-07-2016,"14,514.52",,,,,
13-07-2016,"14,493.80",,,,,
12-07-2016,"14,477.67",,,,,
11-07-2016,"14,361.88",,,,,
08-07-2016,"14,259.84",,,,,
07-07-2016,"14,134.46",,,,,
06-07-2016,"14,231.06",,,,,
05-07-2016,"14,219.57",,,,,
04-07-2016,"14,258.87",,,,,
30-06-2016,"14,064.54",,,,,
29-06-2016,"14,036.74",,,,,
28-06-2016,"13,842.69",,,,,
27-06-2016,"13,689.79",,,,,
24-06-2016,"13,891.88",,,,,
23-06-2016,"14,131.38",,,,,
22-06-2016,"14,003.81",,,,,
21-06-2016,"14,012.32",,,,,
20-06-2016,"14,015.14",,,,,
17-06-2016,"13,901.77",,,,,
16-06-2016,"13,882.41",,,,,
15-06-2016,"13,923.45",,,,,
14-06-2016,"13,884.23",,,,,
13-06-2016,"13,993.88",,,,,
10-06-2016,"14,037.54",,,,,
09-06-2016,"14,240.02",,,,,
08-06-2016,"14,313.10",,,,,
07-06-2016,"14,365.61",,,,,
06-06-2016,"14,276.16",,,,,
03-06-2016,"14,226.78",,,,,
02-06-2016,"14,136.99",,,,,
01-06-2016,"14,063.54",,,,,
31-05-2016,"14,065.78",,,,,
30-05-2016,"14,086.67",,,,,
27-05-2016,"14,105.23",,,,,
26-05-2016,"14,049.20",,,,,
25-05-2016,"14,053.74",,,,,
24-05-2016,"13,952.85",,,,,
20-05-2016,"13,919.58",,,,,
19-05-2016,"13,817.32",,,,,
18-05-2016,"13,826.01",,,,,
17-05-2016,"13,917.10",,,,,
16-05-2016,"13,893.49",,,,,
13-05-2016,"13,748.58",,,,,
12-05-2016,"13,787.80",,,,,
11-05-2016,"13,788.21",,,,,
10-05-2016,"13,775.19",,,,,
09-05-2016,"13,563.84",,,,,
06-05-2016,"13,701.47",,,,,
05-05-2016,"13,632.01",,,,,
04-05-2016,"13,632.00",,,,,
03-05-2016,"13,707.68",,,,,
02-05-2016,"13,865.63",,,,,
29-04-2016,"13,951.45",,,,,
28-04-2016,"13,886.43",,,,,
27-04-2016,"13,887.66",,,,,
26-04-2016,"13,809.44",,,,,
25-04-2016,"13,795.99",,,,,
22-04-2016,"13,874.00",,,,,
21-04-2016,"13,881.20",,,,,
20-04-2016,"13,911.29",,,,,
19-04-2016,"13,867.28",,,,,
18-04-2016,"13,719.82",,,,,
15-04-2016,"13,637.20",,,,,
14-04-2016,"13,668.29",,,,,
13-04-2016,"13,671.35",,,,,
12-04-2016,"13,581.42",,,,,
11-04-2016,"13,422.76",,,,,
08-04-2016,"13,396.73",,,,,
07-04-2016,"13,266.44",,,,,
06-04-2016,"13,347.46",,,,,
05-04-2016,"13,304.66",,,,,
04-04-2016,"13,336.15",,,,,
01-04-2016,"13,440.44",,,,,
31-03-2016,"13,494.36",,,,,
30-03-2016,"13,503.98",,,,,
29-03-2016,"13,426.23",,,,,
28-03-2016,"13,390.19",,,,,
24-03-2016,"13,358.11",,,,,
23-03-2016,"13,379.48",,,,,
22-03-2016,"13,493.49",,,,,
21-03-2016,"13,561.09",,,,,
18-03-2016,"13,497.07",,,,,
17-03-2016,"13,621.30",,,,,
16-03-2016,"13,478.13",,,,,
15-03-2016,"13,400.31",,,,,
14-03-2016,"13,477.54",,,,,
11-03-2016,"13,522.00",,,,,
10-03-2016,"13,379.14",,,,,
09-03-2016,"13,392.90",,,,,
08-03-2016,"13,311.05",,,,,
07-03-2016,"13,383.60",,,,,
04-03-2016,"13,212.50",,,,,
03-03-2016,"13,123.65",,,,,
02-03-2016,"13,017.93",,,,,
01-03-2016,"12,982.10",,,,,
29-02-2016,"12,860.35",,,,,
26-02-2016,"12,797.79",,,,,
25-02-2016,"12,753.60",,,,,
24-02-2016,"12,740.27",,,,,
23-02-2016,"12,763.44",,,,,
22-02-2016,"12,845.63",,,,,
19-02-2016,"12,813.40",,,,,
18-02-2016,"12,931.36",,,,,
17-02-2016,"12,867.16",,,,,
16-02-2016,"12,554.98",,,,,
12-02-2016,"12,381.24",,,,,
11-02-2016,"12,087.37",,,,,
10-02-2016,"12,185.72",,,,,
09-02-2016,"12,282.65",,,,,
08-02-2016,"12,535.40",,,,,
05-02-2016,"12,763.99",,,,,
04-02-2016,"12,774.50",,,,,
03-02-2016,"12,593.02",,,,,
02-02-2016,"12,442.26",,,,,
01-02-2016,"12,674.37",,,,,
29-01-2016,"12,822.13",,,,,
28-01-2016,"12,591.93",,,,,
27-01-2016,"12,377.77",,,,,
26-01-2016,"12,331.32",,,,,
25-01-2016,"12,143.16",,,,,
22-01-2016,"12,389.58",,,,,
21-01-2016,"12,035.86",,,,,
20-01-2016,"11,843.11",,,,,
19-01-2016,"12,002.24",,,,,
18-01-2016,"11,942.17",,,,,
15-01-2016,"12,073.46",,,,,
14-01-2016,"12,336.03",,,,,
13-01-2016,"12,170.41",,,,,
12-01-2016,"12,373.90",,,,,
11-01-2016,"12,319.25",,,,,
08-01-2016,"12,445.45",,,,,
07-01-2016,"12,448.21",,,,,
06-01-2016,"12,726.80",,,,,
05-01-2016,"12,920.14",,,,,
04-01-2016,"12,927.15",,,,,
31-12-2015,"13,009.95",,,,,
30-12-2015,"13,142.29",,,,,
29-12-2015,"13,245.75",,,,,
24-12-2015,"13,309.80",,,,,
23-12-2015,"13,284.91",,,,,
22-12-2015,"13,082.86",,,,,
21-12-2015,"13,034.38",,,,,
18-12-2015,"13,024.30",,,,,
17-12-2015,"13,009.93",,,,,
16-12-2015,"13,166.08",,,,,
15-12-2015,"12,919.57",,,,,
14-12-2015,"12,695.49",,,,,
11-12-2015,"12,789.95",,,,,
10-12-2015,"13,016.59",,,,,
09-12-2015,"12,937.59",,,,,
08-12-2015,"12,922.47",,,,,
07-12-2015,"13,042.83",,,,,
04-12-2015,"13,358.77",,,,,
03-12-2015,"13,324.67",,,,,
02-12-2015,"13,463.82",,,,,
01-12-2015,"13,636.06",,,,,
30-11-2015,"13,469.83",,,,,
27-11-2015,"13,368.24",,,,,
26-11-2015,"13,425.19",,,,,
25-11-2015,"13,403.42",,,,,
24-11-2015,"13,407.83",,,,,
23-11-2015,"13,382.38",,,,,
20-11-2015,"13,433.49",,,,,
19-11-2015,"13,473.83",,,,,
18-11-2015,"13,399.97",,,,,
17-11-2015,"13,280.39",,,,,
16-11-2015,"13,317.52",,,,,
13-11-2015,"13,075.42",,,,,
12-11-2015,"13,127.18",,,,,
11-11-2015,"13,341.93",,,,,
10-11-2015,"13,411.63",,,,,
09-11-2015,"13,482.62",,,,,
06-11-2015,"13,553.30",,,,,
05-11-2015,"13,558.78",,,,,
04-11-2015,"13,661.82",,,,,
03-11-2015,"13,710.31",,,,,
02-11-2015,"13,623.01",,,,,
30-10-2015,"13,529.17",,,,,
29-10-2015,"13,791.88",,,,,
28-10-2015,"13,863.16",,,,,
27-10-2015,"13,699.60",,,,,
26-10-2015,"13,790.90",,,,,
23-10-2015,"13,953.66",,,,,
22-10-2015,"13,878.11",,,,,
21-10-2015,"13,704.19",,,,,
20-10-2015,"13,841.92",,,,,
19-10-2015,"13,758.38",,,,,
16-10-2015,"13,838.10",,,,,
15-10-2015,"13,828.97",,,,,
14-10-2015,"13,875.33",,,,,
13-10-2015,"13,844.73",,,,,
09-10-2015,"13,964.36",,,,,
08-10-2015,"13,978.66",,,,,
07-10-2015,"13,868.35",,,,,
06-10-2015,"13,647.26",,,,,
05-10-2015,"13,552.20",,,,,
02-10-2015,"13,339.74",,,,,
01-10-2015,"13,241.89",,,,,
30-09-2015,"13,306.96",,,,,
29-09-2015,"13,036.96",,,,,
28-09-2015,"13,004.58",,,,,
25-09-2015,"13,378.57",,,,,
24-09-2015,"13,338.67",,,,,
23-09-2015,"13,383.69",,,,,
22-09-2015,"13,491.09",,,,,
21-09-2015,"13,779.44",,,,,
18-09-2015,"13,646.90",,,,,
17-09-2015,"13,787.16",,,,,
16-09-2015,"13,763.78",,,,,
15-09-2015,"13,462.71",,,,,
14-09-2015,"13,353.34",,,,,
11-09-2015,"13,461.47",,,,,
10-09-2015,"13,569.89",,,,,
09-09-2015,"13,531.85",,,,,
08-09-2015,"13,630.67",,,,,
04-09-2015,"13,478.31",,,,,
03-09-2015,"13,596.41",,,,,
02-09-2015,"13,545.25",,,,,
01-09-2015,"13,481.90",,,,,
31-08-2015,"13,859.12",,,,,
28-08-2015,"13,865.07",,,,,
27-08-2015,"13,766.67",,,,,
26-08-2015,"13,381.59",,,,,
25-08-2015,"13,150.93",,,,,
24-08-2015,"13,052.74",,,,,
21-08-2015,"13,473.67",,,,,
20-08-2015,"13,737.00",,,,,
19-08-2015,"14,036.63",,,,,
18-08-2015,"14,193.87",,,,,
17-08-2015,"14,251.53",,,,,
14-08-2015,"14,277.88",,,,,
13-08-2015,"14,238.40",,,,,
12-08-2015,"14,339.53",,,,,
11-08-2015,"14,414.67",,,,,
10-08-2015,"14,466.39",,,,,
07-08-2015,"14,302.70",,,,,
06-08-2015,"14,405.91",,,,,
05-08-2015,"14,502.99",,,,,
04-08-2015,"14,491.05",,,,,
31-07-2015,"14,468.44",,,,,
30-07-2015,"14,382.78",,,,,
29-07-2015,"14,301.80",,,,,
28-07-2015,"14,077.36",,,,,
27-07-2015,"14,001.37",,,,,
24-07-2015,"14,186.24",,,,,
23-07-2015,"14,265.37",,,,,
22-07-2015,"14,307.12",,,,,
21-07-2015,"14,376.24",,,,,
20-07-2015,"14,425.55",,,,,
17-07-2015,"14,642.84",,,,,
16-07-2015,"14,731.08",,,,,
15-07-2015,"14,662.28",,,,,
14-07-2015,"14,599.40",,,,,
13-07-2015,"14,533.22",,,,,
10-07-2015,"14,411.07",,,,,
09-07-2015,"14,278.49",,,,,
08-07-2015,"14,412.07",,,,,
07-07-2015,"14,624.50",,,,,
06-07-2015,"14,593.57",,,,,
03-07-2015,"14,682.39",,,,,
02-07-2015,"14,637.99",,,,,
30-06-2015,"14,553.33",,,,,
29-06-2015,"14,490.15",,,,,
26-06-2015,"14,808.09",,,,,
25-06-2015,"14,897.50",,,,,
24-06-2015,"14,947.51",,,,,
23-06-2015,"14,904.91",,,,,
22-06-2015,"14,790.48",,,,,
19-06-2015,"14,653.12",,,,,
18-06-2015,"14,770.64",,,,,
17-06-2015,"14,732.98",,,,,
16-06-2015,"14,753.05",,,,,
15-06-2015,"14,756.05",,,,,
12-06-2015,"14,741.15",,,,,
11-06-2015,"14,830.88",,,,,
10-06-2015,"14,889.04",,,,,
09-06-2015,"14,817.71",,,,,
08-06-2015,"14,743.33",,,,,
05-06-2015,"14,957.16",,,,,
04-06-2015,"15,019.39",,,,,
03-06-2015,"15,154.68",,,,,
02-06-2015,"15,104.74",,,,,
01-06-2015,"15,074.13",,,,,
29-05-2015,"15,014.09",,,,,
28-05-2015,"15,107.00",,,,,
27-05-2015,"15,110.47",,,,,
26-05-2015,"15,050.81",,,,,
25-05-2015,"15,187.40",,,,,
22-05-2015,"15,200.76",,,,,
21-05-2015,"15,203.61",,,,,
20-05-2015,"15,072.83",,,,,
19-05-2015,"15,121.02",,,,,
15-05-2015,"15,108.12",,,,,
14-05-2015,"15,028.12",,,,,
13-05-2015,"14,980.72",,,,,
12-05-2015,"15,043.15",,,,,
11-05-2015,"15,152.64",,,,,
08-05-2015,"15,170.02",,,,,
07-05-2015,"15,088.82",,,,,
06-05-2015,"15,023.89",,,,,
05-05-2015,"15,173.94",,,,,
04-05-2015,"15,367.47",,,,,
01-05-2015,"15,339.77",,,,,
30-04-2015,"15,224.52",,,,,
29-04-2015,"15,347.34",,,,,
28-04-2015,"15,346.07",,,,,
27-04-2015,"15,344.08",,,,,
24-04-2015,"15,408.33",,,,,
23-04-2015,"15,392.35",,,,,
22-04-2015,"15,304.77",,,,,
21-04-2015,"15,346.44",,,,,
20-04-2015,"15,412.60",,,,,
17-04-2015,"15,360.55",,,,,
16-04-2015,"15,386.77",,,,,
15-04-2015,"15,450.87",,,,,
14-04-2015,"15,389.28",,,,,
13-04-2015,"15,383.59",,,,,
10-04-2015,"15,388.43",,,,,
09-04-2015,"15,326.31",,,,,
08-04-2015,"15,213.60",,,,,
07-04-2015,"15,188.84",,,,,
06-04-2015,"15,100.65",,,,,
02-04-2015,"15,026.62",,,,,
01-04-2015,"14,942.55",,,,,
31-03-2015,"14,902.44",,,,,
30-03-2015,"14,908.39",,,,,
27-03-2015,"14,812.42",,,,,
26-03-2015,"14,869.80",,,,,
25-03-2015,"14,929.37",,,,,
24-03-2015,"15,081.26",,,,,
23-03-2015,"14,957.21",,,,,
20-03-2015,"14,942.41",,,,,
19-03-2015,"14,873.93",,,,,
18-03-2015,"14,962.24",,,,,
17-03-2015,"14,898.53",,,,,
16-03-2015,"14,862.76",,,,,
13-03-2015,"14,731.50",,,,,
12-03-2015,"14,770.72",,,,,
11-03-2015,"14,739.20",,,,,
10-03-2015,"14,641.76",,,,,
09-03-2015,"14,854.49",,,,,
06-03-2015,"14,952.50",,,,,
05-03-2015,"15,103.11",,,,,
04-03-2015,"15,082.84",,,,,
03-03-2015,"15,133.85",,,,,
02-03-2015,"15,264.05",,,,,
27-02-2015,"15,234.34",,,,,
26-02-2015,"15,241.16",,,,,
25-02-2015,"15,228.57",,,,,
24-02-2015,"15,164.97",,,,,
23-02-2015,"15,200.26",,,,,
20-02-2015,"15,172.24",,,,,
19-02-2015,"15,180.33",,,,,
18-02-2015,"15,212.75",,,,,
17-02-2015,"15,284.61",,,,,
13-02-2015,"15,264.81",,,,,
12-02-2015,"15,228.52",,,,,
11-02-2015,"15,151.50",,,,,
10-02-2015,"15,112.52",,,,,
09-02-2015,"15,100.70",,,,,
06-02-2015,"15,083.92",,,,,
05-02-2015,"15,124.92",,,,,
04-02-2015,"14,995.65",,,,,
03-02-2015,"15,062.88",,,,,
02-02-2015,"14,900.47",,,,,
30-01-2015,"14,673.48",,,,,
29-01-2015,"14,637.28",,,,,
28-01-2015,"14,602.88",,,,,
27-01-2015,"14,833.88",,,,,
26-01-2015,"14,797.83",,,,,
23-01-2015,"14,779.35",,,,,
22-01-2015,"14,763.98",,,,,
21-01-2015,"14,560.42",,,,,
20-01-2015,"14,308.44",,,,,
19-01-2015,"14,312.50",,,,,
16-01-2015,"14,309.41",,,,,
15-01-2015,"14,041.82",,,,,
14-01-2015,"14,084.43",,,,,
13-01-2015,"14,187.16",,,,,
12-01-2015,"14,265.01",,,,,
09-01-2015,"14,384.92",,,,,
08-01-2015,"14,457.72",,,,,
07-01-2015,"14,285.00",,,,,
06-01-2015,"14,246.77",,,,,
05-01-2015,"14,392.70",,,,,
02-01-2015,"14,753.65",,,,,
